t,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.21998023986816406,-0.8106082677841187,0.7006993889808655,-0.953991174697876,0.24249622225761414,1.0689666271209717,0.8945025205612183
0.351534366607666,-0.6664562821388245,0.5601224899291992,-0.9212112426757812,0.1426197737455368,1.1523497104644775,0.8508256673812866
0.3786587715148926,-0.4872535765171051,0.7616403102874756,-0.7816557288169861,0.024417337030172348,1.033536434173584,0.6351902484893799
0.40572166442871094,-0.35766488313674927,0.6722926497459412,-0.9243446588516235,0.47829023003578186,1.0512515306472778,0.6150316596031189
0.4363391399383545,-0.23572804033756256,1.0333251953125,-0.9400114417076111,-0.2913999855518341,1.089430570602417,0.21155521273612976
0.4634287357330322,-0.17994318902492523,0.7800925374031067,-0.8602309823036194,-0.24711225926876068,1.2015243768692017,0.001722993329167366
0.49755358695983887,-0.14686721563339233,0.7771790623664856,-0.8358871340751648,-0.4444217383861542,1.232983946800232,-0.20383316278457642
0.5246272087097168,-0.1241583302617073,0.5708053112030029,-0.7782813310623169,-0.2055734246969223,1.0845437049865723,-0.25178608298301697
0.5517177581787109,-0.08120892941951752,0.5358431935310364,-0.838297426700592,-0.1252446472644806,0.8744060397148132,-0.2096363753080368
0.585867166519165,0.1675301343202591,0.6606385707855225,-0.7893686294555664,-0.022619284689426422,0.6099014282226562,-0.20047339797019958
0.620002031326294,0.1684999167919159,0.5122923254966736,-0.6230589151382446,-0.26238390803337097,0.2504071891307831,-0.19039411842823029
0.6541163921356201,0.28269192576408386,0.5093787908554077,-0.5500272512435913,-0.2516937553882599,0.0424075648188591,-0.10670558363199234
0.6811962127685547,0.36536601185798645,0.5368143320083618,-0.4625338613986969,-0.22359395027160645,-0.011348574422299862,-0.02423877827823162
0.7147026062011719,0.3963990807533264,0.4841283857822418,-0.37889692187309265,-0.45694446563720703,0.0775323212146759,0.07380509376525879
0.7492804527282715,0.37215450406074524,0.5613363981246948,-0.3449119031429291,-0.26818710565567017,0.07111823558807373,0.02065981552004814
0.7806775569915771,0.2419610172510147,0.46883246302604675,-0.4589184522628784,0.09313967823982239,0.045156460255384445,-0.0126323401927948
0.8137960433959961,0.20389701426029205,0.6671939492225647,-0.6816288828849792,0.055876899510622025,-0.11519566923379898,0.016994625329971313
0.8464417457580566,0.04145825281739235,0.37535732984542847,-0.7281473278999329,-0.17228126525878906,-0.2654685378074646,0.11076243966817856
0.8798601627349854,-0.07701272517442703,0.838848352432251,-0.8645695447921753,0.13926000893115997,-0.48171481490135193,-0.026071375235915184
0.9248714447021484,-0.16982293128967285,0.7016705274581909,-0.7320038676261902,-0.2556643784046173,-0.5568512082099915,-0.12228265404701233
0.9602410793304443,-0.31372809410095215,0.48558512330055237,-0.8084099292755127,0.08489300310611725,-0.7382782101631165,-0.08013294637203217
1.0125720500946045,-0.36951297521591187,0.8055858016014099,-0.8156407475471497,-0.058965764939785004,-0.7544661164283752,-0.14121946692466736
1.0393192768096924,-0.353468656539917,0.5521103143692017,-0.7317628264427185,0.3298499584197998,-0.8442633152008057,-0.027598539367318153
1.0666828155517578,-0.4601016342639923,0.5686202049255371,-0.838297426700592,0.365585595369339,-0.9123747944831848,-0.02729310654103756
1.0995521545410156,-0.3475445806980133,0.8415190577507019,-0.6903058886528015,0.37322139739990234,-0.8763337135314941,-0.03370719403028488
1.1285834312438965,-0.4482535421848297,0.5695914030075073,-0.7732197046279907,0.22294855117797852,-1.028133749961853,-0.22765690088272095
1.1527924537658691,-0.5144054889678955,0.7300772666931152,-0.8243177533149719,0.2748720943927765,-0.8280754089355469,-0.18856152892112732
1.1877374649047852,-0.5067535638809204,0.5351148247718811,-0.6601773500442505,0.19759763777256012,-0.8879401683807373,-0.2194102257490158
1.221348524093628,-0.6422663331031799,0.6290755867958069,-0.8031072616577148,0.6349771022796631,-0.7223957180976868,-0.103651262819767
1.2504162788391113,-0.6284435391426086,0.760183572769165,-0.7088650465011597,0.12856987118721008,-0.7278934717178345,-0.36968308687210083
1.2746543884277344,-0.5524181723594666,0.4489234685897827,-0.5782275795936584,0.2092040777206421,-0.8036407828330994,-0.32356274127960205
1.315321683883667,-0.5958612561225891,0.8308361768722534,-0.8178099989891052,0.3600877821445465,-0.6625308990478516,-0.47933337092399597
1.3407948017120361,-0.5497030019760132,0.40861988067626953,-0.5295397639274597,-0.07576455920934677,-0.6301550269126892,-0.48055511713027954
1.3761506080627441,-0.6222726702690125,0.40400683879852295,-0.6893417239189148,0.46973809599876404,-0.4120761752128601,-0.4720030128955841
1.4035553932189941,-0.5321776270866394,0.7295916676521301,-0.6025714874267578,0.26112762093544006,-0.4667486250400543,-0.6253302097320557
1.4341697692871094,-0.5684624910354614,0.5341436266899109,-0.719952404499054,0.09497228264808655,-0.3964991271495819,-0.5422525405883789
1.4612441062927246,-0.6886714100837708,0.5552666187286377,-0.6664440035820007,-0.02781163901090622,-0.24286650121212006,-0.6158617734909058
1.4966845512390137,-0.6072157025337219,0.535357654094696,-0.5423142910003662,-0.038196347653865814,-0.18636146187782288,-0.6317442655563354
1.5305352210998535,-0.6565828323364258,0.3840978443622589,-0.7062137722969055,0.24768859148025513,-0.1549019068479538,-0.5208722352981567
1.5563814640045166,-0.6918803453445435,0.4278005361557007,-0.6071510314941406,0.10841131210327148,-0.1396302729845047,-0.3770134449005127
1.581470251083374,-0.7456904649734497,0.41638925671577454,-0.6611413955688477,0.1731630265712738,-0.09137192368507385,-0.22185368835926056
1.611234426498413,-0.7353233695030212,0.3908960521221161,-0.5271295309066772,-0.051329951733350754,-0.014708333648741245,-0.032485462725162506
1.6457936763763428,-0.6874372959136963,0.3879825174808502,-0.6259512901306152,-0.028422504663467407,0.047294486314058304,0.0683073028922081
1.682945728302002,-0.7903677225112915,0.48728469014167786,-0.6392078399658203,-0.12464888393878937,-0.0008116328390315175,-0.04719571769237518
1.718047857284546,-0.8360323309898376,0.5283166170120239,-0.6242640018463135,-0.35197746753692627,-0.05928448960185051,-0.23731586337089539
1.7552821636199951,-0.7869120240211487,0.39162442088127136,-0.5707557201385498,-0.19467967748641968,-0.14755451679229736,-0.32405874133110046
1.8002281188964844,-0.7451968193054199,0.3561767339706421,-0.5232730507850647,-0.13695292174816132,0.10351109504699707,-0.25442010164260864
1.8385035991668701,-0.6750954985618591,0.38773974776268005,-0.5083292722702026,-0.09541407972574234,0.2678338289260864,-0.1298035830259323
1.877694845199585,-0.7042221426963806,0.39162442088127136,-0.5789507031440735,-0.18979275226593018,0.3857308328151703,-0.000605585053563118
1.9146332740783691,-0.7916018962860107,0.41638925671577454,-0.5697915554046631,-0.07281206548213959,0.41719040274620056,0.14630749821662903
1.9515602588653564,-0.9843806028366089,0.5050085186958313,-0.6073920130729675,-0.6112897992134094,0.19422459602355957,0.18234854936599731
1.996046543121338,-1.0665768384933472,0.1403340995311737,-0.5579811930656433,0.27385395765304565,0.07113523781299591,0.3445332646369934
2.0432217121124268,-1.0367096662521362,0.382641077041626,-0.3490093946456909,-0.06364908814430237,0.19391916692256927,0.4355522096157074
2.079617500305176,-0.9806780219078064,0.2231263816356659,-0.5437604784965515,0.14648856222629547,0.41260889172554016,0.768473744392395
2.1158196926116943,-0.9552539587020874,0.3969658613204956,-0.6481258869171143,0.05730223283171654,0.7623292803764343,0.8604089617729187
2.163660764694214,-0.8528171181678772,0.42585816979408264,-0.5869046449661255,-0.09541407972574234,0.8203614950180054,0.863463282585144
2.200986862182617,-0.7471715211868286,0.6953579783439636,-0.9113290905952454,0.0689086765050888,1.059515118598938,0.7507586479187012
2.2469213008880615,-0.47071558237075806,0.7266781330108643,-0.7621324062347412,-0.1024390310049057,0.8710632920265198,0.6215606927871704
